id,organization_id,accessibility,admin_emails,alternate_name,description,email,languages,latitude,longitude,name,transportation,virtual,website
616544,,,,,ASSISTED LIVING: Provides short and long-term care with 24-hour personal supervision by a registered nurse in a community setting.,info@allstaffinginc.com,,39.3678,-76.61856,All Together Network,,,www.allstaffinginc.com
616544,,,,,ASSISTED LIVING: Provides short and long-term care with 24-hour personal supervision by a registered nurse in a community setting.,info@allstaffinginc.com,,39.3678,-76.61856,All Together Network,,,www.allstaffinginc.com
168299,,,,,,,,39.3179648,-76.5661622,District Court of Maryland,,,
168299,,,,,,,,39.3179648,-76.5661622,District Court of Maryland,,,
167244,,,,,,,,39.294607,-76.623488,Maryland Department of Juvenile Services,,,
167495,,,,,,,,39.294607,-76.623488,Maryland Department of Human Services,,,
166968,,,,,,,,39.297096,-76.607961,Advocates for Children and Youth,,,
166968,,,,,,,,39.297096,-76.607961,Advocates for Children and Youth,,,
167644,,,,,,,,39.294607,-76.623488,Public Justice Center,,,
167494,,,,,,,,39.294607,-76.623488,Maryland Department of Health,,,
168443,,,,HCAM,,,,,,Baltimore City Health Department,,,
167048,,,,,,,,39.2304,-76.61736,Baltimore City Police Department,,,
168011,,,,,,,,39.297096,-76.607961,Worker's Compensation Commission,,,
167970,,,,,,,,39.297096,-76.607961,AIDS Action Baltimore,,,
167832,,,,,,,,39.294607,-76.623488,US Department of Veterans Affairs,,,
167832,,,,,,,,39.294607,-76.623488,US Department of Veterans Affairs,,,
167094,,,,,,,,39.30651,-76.638504,Bon Secours Baltimore Health System,,,
167094,,,,,,,,39.28026,-76.65054,Bon Secours Baltimore Health System,,,
168046,,,,,,,,39.294607,-76.623488,Equal Employment Opportunity Commission ,,,
167809,,,,,,,,39.294607,-76.623488,"U.S. Small Business Administration, Baltimore",,,
167693,,,,,,,,39.294607,-76.623488,Counselors to America's Small Business,,,
168612,,,,,,,,39.294607,-76.623488,U.S. Department of Housing and Urban Development,,,
167226,,,,,,,,39.294607,-76.623488,Corporation For National and Community Service,,,
169142,,,,,,,,39.297096,-76.607961,Baltimore City Sheriff's Office,,,
201133,,,,,,,,39.289024,-76.592447,Maryland Family Network,"CityLink Blue, CityLink Purple, CityLink Orange",,
167043,,,,,,,,39.297096,-76.607961,Baltimore City Department of Legislative Reference,,,
167922,,,,,,,,39.297096,-76.607961,Baltimore City Mayor's Office of Constituent Services,,,
401849,,,,,,,,39.26268,-76.49478,First Baptist Church of Dundalk,,,
168443,,,,,,,,39.294607,-76.623488,Baltimore City Health Department,,,
168521,,,,,,,,39.294607,-76.623488,Federal Public Defender's Office,,,
168396,,,,,,,,39.289024,-76.592447,Julie Community Center,,,
167210,,,,,,,,39.294607,-76.623488,Baltimore City Commission on Aging & Retirement Education,,,
168523,,,,,,,,39.297096,-76.607961,Johns Hopkins Community Physicians,,,
168722,,,,,,,,39.297096,-76.607961,Johns Hopkins University School of Medicine,,,
168538,,,,,,,,39.405643,-76.580438,Pet Loss Helpline,,,
0,,,,,"Seeks to fight sprawl development in Maryland by preserving natural resources, revitalizing & integrating historic resources into existing communities, informing and involving the public in community growth issues. Offers education, limited technical support, advocacy, speakers and limited funding.",friends@friendsofmd.org,,39.297096,-76.607961,1000 Friends of Maryland,,,www.friendsofmd.org
168443,,,,,,,,39.297096,-76.607961,Baltimore City Health Department,,,
168443,,,,,,,,39.297096,-76.607961,Baltimore City Health Department,,,
168443,,,,,Near intersection of East Fayette Street and North Exeter Street,,,39.297096,-76.607961,Baltimore City Health Department,,,
