id,organization_id,accessibility,admin_emails,alternate_name,description,email,languages,latitude,longitude,name,transportation,virtual,website
139776,139776,,sister2sisterhouse@gmail.com,,"Offers supportive housing to homeless women, including those with HIV/AIDS, chemical dependence and victims of domestic violence.  Assist women in providing services or support through community referrals, counseling and education.",sister2sisterhouse@gmail.com,,,,Sister to Sister House of New Beginnings,,false,
138167,138167,,info@mdschblind,,Provides residential and day education programs for children and youth who are blind or have a visual impairment.,info@mdschblind,,,,Maryland School for the Blind,,false,http://www.marylandschoolfortheblind.org
137787,137787,,ccstatesattorney@ccg.carr.org,,"Initiates legal proceedings to secure child support, enforces the laws of the Maryland General Assembly and assists victims and witnesses.",ccstatesattorney@ccg.carr.org,,,,Carroll County State's Attorney's Office,,false,http://www.ccgovernment.carr.org/ccg/directory.asp
138472,138472,,,,Investigates violations of federal law.,,,,,Federal Bureau of Investigation,,false,http://www.fbi.gov/
137857,137857,,coiline@aol.com,COIL,"A community alliance in West and Southwest Baltimore providing services to pre-school children, elderly, illiterate adults and prospective home buyers.  Promotes community education, progress and stability.  Also provides homeownership counseling, tenants counseling, and affordable housing for low-income persons.",coiline@aol.com,,,,"COIL: Communities Organized to Improve Life, Inc.",,false,
137695,137695,,recparks@baltimorecounty.md.gov,,Provides recreational activities and maintains parks for Baltimore County. Volunteers ages 14 and over are welcome.,recparks@baltimorecounty.md.gov,,,,Baltimore County Dept. of Recreation and Parks,,false,http://www.baltimorecountymd.gov
137945,137945,,,,Provides a 16-bed psychiatric group home.,,,,,"Fellowship House, Inc.",,false,http://www.cbhhealth.com
137683,137683,,,Baltimore City Dept. of Housing & Community Development,Serves citizens of Baltimore City with housing-related programs.  Combination of Baltimore City Dept' of Housing & Community Development and Baltimore City Housing Authority.,,,,,Baltimore Housing,,false,http://www.baltimorehousing.org
139808,139808,,jford@thellf.org,,"Provides information to the public about organ and tissue donations.  Provides organ donor cards and public education programs.  Staff is available 24 hours a day to the medical community for organ donor referrals and evaluation, donor maintenance, organ retrieval and assistance with obtaining consent.  Adult volunteers needed.",jford@thellf.org,,,,"Living Legacy Foundation, The",,false,http://www.thellf.org
138171,138171,,,,"Provide effective systems of public education, library services, and rehabilitation services for students in grades K-12.",,,,,Maryland State Dept. of Education,,false,http://www.msde.state.md.us
139330,139330,,victoirehs@netzero.com,,Provides a variety of homecare and support services to the elderly and individuals of all ages with mental and physical disabilities.,victoirehs@netzero.com,,,,"Victoire Health Services, Inc.",,false,
138872,138872,,baltimore.chapter@hadassah.org,,"All women organization designed to enhance the quality of American and Jewish life through its education and Zionist youth programs.  Raises funds for Israeli hospitals, welfare, and other educational programs.",baltimore.chapter@hadassah.org,,,,Hadassah,,false,http://www.baltimore.hadassah.org
139760,139760,,rdavis@baltimorecountymd.gov,,The LMB and its partners work together to identify and prioritize human service needs in the Baltimore County.  These needs form the basis of a planning process that directs the pursuit of resources to fill identified gaps in the service delivery system.,rdavis@baltimorecountymd.gov,,,,Baltimore County Local Management Board,,false,http://www.baltimorecountymd.gov/agencies/lmb/index.html
137791,137791,,slaw776@hotmail.com,,Operates a food pantry for anyone in need and provides Christmas food baskets for the holidays.,slaw776@hotmail.com,,,,Carter Memorial Church of God in Christ,,false,http://www.cartermemorial.org
139019,139019,,info@leadsafe.org,,"Provides information, education, advocacy and referrals to medical professionals regarding childhood lead poisoning.",info@leadsafe.org,,,,Coalition to End Childhood Lead Poisoning,,false,http://www.leadsafe.org
137705,137705,,,BGE,Supplies the greater Baltimore area with gas and electricity services. Also offers programs to help those who are unable to pay their utility bills.,,,,,Baltimore Gas and Electric Company (BGE),,false,http://www.bge.com
139432,139432,,allaboutyou@verizon.net,,Provides comprehensive in-home health care services.,allaboutyou@verizon.net,,,,"All About You Health Care Service, Inc.",,false,http://www.allaboutyouhealthcarecom.verizonsupersite.com
139598,139598,,,,Network of churches organized to provide support to and basic needs of homeless families.,,,,,Baltimore Interfaith Hospitality Network,,false,
139127,139127,,director@mowcm.org,,"Delivers two meals a day, Mon-Fri, to homebound persons who are unable to cook or shop for themselves.",director@mowcm.org,,,,"Meals On Wheels, Central MD, Inc.",,false,http://www.mowcm.org
138366,138366,,,,Operates a soup kitchen; a parent support group; and offers clothing and financial assistance.,,,,,Shiloh Christian Community Church,,false,http://www.shilohccchurch.com
139824,139824,,towsonumc@towsonumc.org,,Provides a food pantry to individuals and families in need in Baltimore County.,towsonumc@towsonumc.org,,,,Towson United Methodist Church,,false,http://www.towsonumc.org
138018,138018,,harbel.community@juno.com,,"Provides counseling, tutoring, substance abuse programs, homeowner's assistance and presentations to organizations for the northeast Baltimore community.",harbel.community@juno.com,,,,"Harbel Community Organization, Inc.",,false,http://www.harbel.org
138761,138761,,johnsblog@ppmaryland.org,,"Through medical services, education and advocacy, Planned Parenthood has established a strong tradition of enabling Marylanders to make informed decisions about their health, family planning options and sexuality.",johnsblog@ppmaryland.org,,,,"Planned Parenthood of Maryland, Inc.",,false,http://www.plannedparenthoodmd.org
137744,137744,,,Bread of Life Ministry (Baltimore),"Operates a soup kitchen, food pantry and distributes clothing to Baltimore City residents in need.",,,,,Bread of Life Ministry,,false,
137894,137894,,,,"Offers information and assistance with most VA benefits and programs, disaster relief and transportation to medical appointments at VA Medical Centers.",,,,,Disabled American Veterans,,false,http://www.dav.org/offices.htm
139189,139189,,fayette77@aol.com,Fayette House,Operates a residential halfway house for men recovering from substance abuse.,fayette77@aol.com,,,,"New Fayette House, Inc.",,false,
